"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Parkolás","Panelprogram","Parkolóhely ára"
"1","IV. kerület, Kossuth Lajos utca","21,9 millió Ft","25 m²","1","2019-ben felújított kis garzon, alvó-galériás, gázkonvektoros, beépített konyhabútorral, új 80 l-es bojlerral, ami éjszakai árammal mukodik, frissen cserélt víz és gázórával, légkondicionálóval, kamerás megfigyelorendszerrel, 20 nm-es kizárólagos használatú, tujákkal körbevett terasszal eladó az Újpesti víztoronynál. Január elejével költözheto. Top shop, iskola, óvoda, sztk, villamos, busz, pályaudvar, spar, lidl 5-10 perces körzetben. Igény szerint bútor is maradhat.","felújított","1950 elott","összkomfortos","CC","földszint","földszintes","nincs","3 m-nél magasabb","gáz (konvektor)","van","25 E Ft/hó","nincs megadva","egy helyiségben","délkelet","udvari","20 m²","igen","nem tetotéri","utca, közterület",NA,NA
"2","X. kerület, Kéknyelu utca 7.","29,9 millió Ft","55 m²","2","Kobánya Óhegyen parkos környezetben, ideális elhelyezkedésu, második emeleti lakás tulajdonostól eladó. Megtekintheto elozetes egyeztetés alapján hétvégén. Közös költség (benne víz) és távho összesen havi 25eFt. A lakás külso nyílászárói és a futotestek cserélve lettek. Ingatlanközvetítok ne keressenek!","közepes állapotú","1950 és 1980 között","összkomfortos","nincs megadva","2","4","nincs","3 m-nél alacsonyabb","távfutés egyedi méréssel","nincs","nincs megadva","nem","egy helyiségben","délnyugat","kertre néz","5 m²","nem","nem tetotéri","utca, közterület",NA,NA
"3","XIV. kerület, Füredi utca","45 millió Ft","68 m²","3","ELADÓ Zuglóban, a 2-es metró Örs vezér téri végállomásától néhány perc sétára egy 68 m2-es, világos, harmadik emeleti panellakás.Kényelmes méretu konyhával, ahol nem csak fozésre, hanem étkezésre is van hely, nagy nappalival, 2 szobával és külön helyiségben elhelyezkedo, fürdo-vécével, erkéllyel, légkondicionálóval. A folyosókon padlótól plafonig beépített szekrények. A lakás távfutéses, minden radiátoron egyedi homennyiség mérovel. Meleg és hideg víz díját is fogyasztás alapján kell fizetni. Felszereltség: Légkondicionáló, a bejárati ajtón biztonsági zár.A lépcsoház földszintjén üzemelo kisbolt gyors segítség a legszükségesebb élelmiszer és háztartási felszerelés beszerzésére. Közel a Sugár üzletközpont (mozi, bowlingpálya egyéb szórakozási lehetoség), az IKEA és az Árkád, valamint Spar, Penny Market, Aldi, több drogéria. Éttermek, McDonald’s, Burger King, cukrászdák. Van muvelodési ház (Cserepesház), egészségház, az Uzsoki kórház az Örs vezér tértol néhány trolibuszmegállóra elérheto, sportcentrumok, állatorvosi rendelok, szombatonként termeloi piac. A háztól pár perc sétára a parkon keresztül templom. Kis- és nagygyermekes családok számára nem elhanyagolható szempont, hogy védett játszótér van árnyas fákkal körülvéve, a lakás több ablakából is kiválóan belátható. A park túloldalán található az általános iskola és gimnázium, a másik oldali parkon túl pedig óvoda, ugyancsak néhány perc sétára a Metropolitan Egyetem. A lakótelep ezen része nem forgalmas, csendesnek mondható. A lakóközösség a házban és a környéken sem problémás. 10 perc sétára van a Rákos-patak, kutyasétáltatásra, kirándulásra kiválóan alkalmas. Jó a közvilágítás, gyalogosan és kerékpárral is minden elérheto. Közlekedés:Az Örs vezér tér pár perc sétára található, ahol 2-es metró, 3-as villamos, valamint HÉV indul Gödöllo és Csömör irányába. A ház elott áll meg a 81-es troli, mögötte a 82-es, valamint a 131-es, a 144-es és a 231-es buszok.Parkolás:A ház mögötti parkolóban, ingyenes.Ingatlanosok megkeresését nem kérném, köszönöm!","felújítandó","1950 és 1980 között","összkomfortos","nincs megadva","3","10","van","3 m-nél alacsonyabb","távfutés egyedi méréssel","van","nincs megadva","igen","külön helyiségben","nincs megadva","utcai","3 m²","nem","nem tetotéri","utca, közterület - ingyenes","nem vett részt",NA
"4","V. kerület, Váci utca 9.","159 millió Ft","103 m²","2 + 1 fél","Tulajdonostól eladó a Váci utca frekventált részén, Hild József által tervezett, liftes, klasszicista épületben  (Pesti Színház épületében)  egy második emeleti, hivatalosan 103 m2, valóságban 113 m2-es,  világos, nagypolgári, utcai lakás. A hatalmas ablakokkal rendelkezo, dupla komfortos lakás egy nagyméretu nappaliból, két hálószobából, egy konyha-étkezobol,  eloszobából, kamrából, fürdoszobából WC-vel és egy külön illemhelyiségbol áll. A lakás 3,9 m magas, a közös költség 22 ezer forint, mely a korlátlan vízfogyasztást is tartalmazza. A burkolat a szobákban és az eloszobában parketta, a mellékhelyiségekben járólap. A házban rövid távú lakáskiadás engedélyezett. In the heart of the city center an apartment catering for needs is for sale! A second floor, 113 m2 apartment is for sale in a historic building in the 5th district, Vaci Street 9- pedestrian zone , there is no car traffic. The building itself is a beautifully renovated 3-storey house with elevator, built at the end of the 19th century. The flat is very bright with big, street facing windows. It consits of a lange living room, 2 bedrooms, a kitchen-dining room a bathroom with WC and an extra WC. The flat classifies as a double comfort apartment, including circulating heat. The property is suitable for office, retail, surgery and dentist purposes.","felújított","1950 elott","nincs megadva","nincs megadva","2","3","van","3 m-nél magasabb","gáz (cirko)","nincs","nincs megadva","nem","külön és egyben is","északkelet","utcai","nincs megadva","nem","nem tetotéri","utca, közterület",NA,NA
"5","XI. kerület, Budafoki út 215.","36,8 millió Ft","28 m²","1 + 1 fél","INGATLANOSOK KÉREM NE KERESSENEK!XI. kerület Budafoki út 215. Budai Walzer lakópark 2.emeleti 28 nm-es (nappali+félszobás) lakás eladó.Közös költség: 8000 Ft + víz, futés és villany méroóra szerint.","újszeru","2021","összkomfortos","CC","2","több mint 10","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","van","10 E Ft/hó","igen","egy helyiségben","kelet","kertre néz","2 m²","nem","nem tetotéri","utca, közterület - ingyenes",NA,NA
"6","XV. kerület, Széchenyi út","39,5 millió Ft","64 m²","2 + 1 fél","Eladásra kínálunk egy csodaszép, 63 nm-es, örök panorámás, 7. emeleti lakást Rákospalotán. A lakás nagyon jó állapotú, az elmúlt években több részletben felújításon esett át. A lakásban 2 szoba és egy félszoba található, valamint konyha, fürdoszoba, külön wc, tároló helység és egy erkély, amelyrol csodás kilátás nyílik a Budai hegyekre. A lakás klímával felszerelt. A közelben van iskola, óvoda, több bolt és buszmegálló, ahonnét gyorsan elérheto a belváros.Ár : 39.5 M ( az ár minimálisan alkuképes)","felújított","1981 és 2000 között","összkomfortos","nincs megadva","7","10","van","nincs megadva","házközponti","van","nincs megadva","nincs megadva","külön helyiségben","nincs megadva","panorámás","6 m²","nem","nem tetotéri","utca, közterület - ingyenes","részt vett",NA
"7","XIII. kerület, Klapka utca","35,5 millió Ft","33 m²","1","Egyenesen a beruházótól, a XIII. kerület legfrekventáltabb részén, az M3-as metróhoz közel, a Váci úti irodafolyosó közvetlen szomszédságában, mégis csendes utcában kínálunk eladásra újépítésu lakásokat. Minden lakás rendelkezik erkéllyel vagy nagy méretu terasszal.Mind a környék infrastruktúrája, mind pedig a belváros közelsége biztosítja, hogy az itt lakók mindent elérjenek percek alatt: számos bevásárlási lehetoség, óvodák, iskolák, bevásárló központ, gyógyszertár, posta vagy játszótér, parkok vannak karnyújtásnyira. A kiváló lokáció miatt kiemelkedo az ingatlanok akár hosszú-, akár rövidtávú kiadhatósága.Tervezett átadás ideje: 2022. szeptember-októberAz épület a Zöldhitel feltételeinek is megfelel.Ha hirdetésem felkeltette a figyelmét, keressen bizalommal.","nincs megadva","2022","nincs megadva","BB","5","6","van","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","északkelet","nincs megadva","5 m²","nem","nincs megadva","nincs megadva",NA,NA
"8","VIII. kerület, Puskin utca","48,9 millió Ft","58 m²","2","Palota negyed, Puskin utcában eladó egy frissen felújított, 58 nm-es vintage- design jellegu lakás. 2 teljes szoba, alvo/dolgozo galeria a napoaliban es haloban is - nagyon praktikus es meg kifejezetten illik is a lakas designba. Kulon furdo es wc, plusz egy nyitott, nagy belmagassagu konyha-étkezo...A lakas udvari, földszinti, könnyu a megkozelithetosege, akar a hazat elerni, akar a hazon belul a lakast. Astoria busz, metro, villamos megallo par perc seta, mindamellett a Puskin utca elhelyezkedesenel koszonhetoen egy igazan csendes lakas, mikozben a belvaros sziveben talalhato. A parkolas utcai, tovabba 1p seta tavolsagon belul talalhato egy kültéri parkolo es egy melygarazs is. A tarsashaz szomszedjaban a Magyar nemzeti muzeum es annak gyonyoru (es bejarhato) parkja hivogatja a szomszedokat, akik egy kis nyugalomra vagynak a varosi forgatagban. A felujitas a futes korszerusitesenek (nobo, elektromos futes) koszonhetoen fantasztikus melegerzetet biztosit, mig a lakas teljes belso tere, falai, nyilaszaroi, parkettaja ugyszinten szepen fel lett ujitva.A haz kulso es belso resze is fel lesz ujitva hamarosan, tehat  aremelkedesre szamithat az uj tulajdonos...A lakas jo vasarlas azoknak, akik befektetnenek es/vagy a varos sziveben, de megis egy nyugodt lakasban es hazban akarnak elni. Kerdeseikkel keressenek bizalommal!","felújított","nincs megadva","összkomfortos","nincs megadva","földszint","2","nincs megadva","3 m-nél magasabb","elektromos","nincs","nincs megadva","nincs megadva","külön helyiségben","nincs megadva","udvari","nincs megadva","nem","nem tetotéri","utca, közterület - fizetos övezet",NA,NA
"9","I. kerület, Hunyadi János út","109 millió Ft","99 m²","3","Eladó a Várnegyedben egy 99m2-es , 3. emeleti , felújítandó, nagy belmagasságú összkomfortos lakás. ( + tároló )  A házban lift nincs. Tehermentesen, tulajdonostól.","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
"10","XIII. kerület, Göncöl utca","28,5 millió Ft","35 m²","1","Szereted a város nyüzsgését, a jó közlekedést, és szeretnél a város egyik leggyorsabban fejlodo kerületében élni? Akkor ez a lakás  a számodra megfelelo. A Göncöl utcában gyönyöru zöld környezetben eladó egy 35 nm-es kis rezsiköltségu,  jó állapotú, világos, elso emeleti téglalakás. Kiváló lehetoség akár elso lakásnak, akár befektetésnek egyaránt. Ingatlanosok ne keressenek!!!!!!!!!!A lakás jellemzoi:- a lakásba érkezéskor egy nagyméretu eloszobába érkezünk- ablakos konyha- külön WC- zuhanyzós fürdo- biztonsági ajtó- zárt lépcsoház- házközponti futés- közös költség 8500 ftA közelben található a Rákos-patak, melynek partja sétára, sportolásra is alkalmas. Szabadtéri sportpálya, edzoterem, strand is sétatávolságra helyezkednek el.","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
