"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Parkolás","Panelprogram","Parkolóhely ára"
"1","XIII. kerület, Angyalföld","44,9 millió Ft","64 m²","2","Eladó!Angyalföldön egy magasföldszinti, teljesköruen felújitott 2 szobás tégla lakás.Fo paraméterek:- 64 nm 2 tágas szoba- Igényesen felújitott, azonnal költözheto- Déli fekvés, csendes mellékutcára nézo ablakok- Rendezett társasház, jó lakóközösség- Kiváló elhelyezkedés, Göncz Árpád városközpont pár perc sétaKimondottan ajánlom mind saját, mind befektetési céllal.Hívjon a hét bármely napján!","felújított","1950 és 1980 között","nincs megadva","nincs megadva","félemelet","4","van","3 m-nél magasabb","házközponti egyedi méréssel","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","dél","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
"2","I. kerület, Jégverem utca","52 millió Ft","38 m²","1","Az I. kerületben a Várnegyed alatt Vízivárosban /Jégverem utca 1./ eladó egy 38 m2-es /  állógalériával bruttó 53 m2-es/ egy szobás, földszinti lakás 17 lakásos muemlék  sarokházban.Tulajdoni lap szerint 35 m2-es, 1855-ben épült.---PANORÁMÁS: Bem rakpart, Duna, Lánchíd---jó általános állapot: víz/villany kilenc éve cserélve, újszeru IKEA konyha---gázkonvektor futés, meleg víz éjszakai áramról/villanybojler---belmagasság 4,7 méter, közös költség 8000,-Ft vízhasználattal--- hosszú/rövid távú kiadásra alkalmasSzép, hangulatos ház, folyamatosan újítják, rendezett anyagi helyzetu.Közlekedés: villamossal/Batthyány,- Gellért,-Móricz Zsigmond,- Széll Kálmán tér elérheto","jó állapotú","1950 elott","összkomfortos","nincs megadva","földszint","nincs megadva","nincs","3 m-nél magasabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","dél","utcai","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"3","XIII. kerület, Újlipótváros","65 millió Ft","75 m²","2","Kituno adottságokkal rendelkezo nagypolgári lakás ÚjlipótvárosbanÚjlipótvárosban kínálunk egy 75nm-es, két szoba+hallos nagypolgári lakást. A társasház szép állapotú, homlokzata nemrégiben teljes felújításon esett át. A lakás az elso emeleten található, utolsó lakásként elotte nincs átjárás. Két tágas, világos szobával rendelkezik, valamint egy hall is található benne. A kisebb szobában van az erkély, mely csendes zöldövezetre (Gergely Gyozo utcára) néz. Innen nyílik a fürdoszoba is. A konyha teljesen különálló és található benne egy kamra is.A tágas eloszobában nagyméretu beépített szekrény van és onnan nyílik a különálló wc is.A lakás remek beosztásával sok lehetoséget tartogat új tulajdonosának. Azonnal költözheto.A körút 5 perc sétára található számtalan üzlettel és kituno közlekedéssel.","közepes állapotú","1950 elott","nincs megadva","nincs megadva","1","5","van","3 m-nél magasabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","észak","kertre néz","8 m²","nincs megadva","nincs megadva","nincs megadva",NA,NA
"4","VII. kerület, Középso-Erzsébetváros","34,7 millió Ft","47 m²","2","Csendes és világos lakás Erzsébetvárosban!LOKÁCIÓ- a VII. kerületben, Erzsébetvárosban, a Munkás utcában helyezkedik el;- a környéken üzletek, óvoda, iskolák, Állatorvosi Egyetem, a megújuló Városliget, orvosi rendelo, gyógyszertár, posta, szóval minden megtalálható, amire csak szükség lehet a mindennapi élethez és a kikapcsolódáshoz;- az utca csendes,- a közlekedés kituno, trolik, buszok megállói könnyen elérhetoek, a Baross tér, a Keleti Pályaudvar pár perc sétára található.A HÁZ- karban tartott;- szépen felújított, zárt lépcsoház;- kulturált lakóközösség.A LAKÁS- földszinti, két szobás lakás;- délkeleti tájolású;- utcára nézo, nagy ablakainak köszönhetoen mindkét szoba fényben fürdik;- tágas, élheto terek jellemzik;- a szobák külön bejárattal rendelkeznek, de összenyithatóak;- a konyha mellett étkezo helyezkedik el;- futése gáz konvektor;- jó szellozésu fürdoszoba és WC együtt;- minden közmu egyedi méros;- a lakás 1/1-es tulajdonban van, tehermentes;- azonnal költözheto.Közös költség: 9300 Ft + 2000 Ft felújítási alap.Várom  hívását!","felújítandó","1950 elott","nincs megadva","nincs megadva","földszint","2","nincs megadva","3 m-nél magasabb","nincs megadva","nincs megadva","11 E Ft/hó","nincs megadva","nincs megadva","délkelet","utcai","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
"5","VI. kerület, Izabella utca","46,9 millió Ft","54 m²","2","Eladó a VI. kerületben, az Izabella utca.egy 54m2-es, 2 szobás, elso emeleti lakás.Udvarra nézo ablakok miatt csendes.Felújított, ideális közlekedéssel az Andrássy út és a Király utca közöttAz ingatlannak.tehermentes, Hívjon akár hétvégén is!","felújított","1950 és 1980 között","nincs megadva","nincs megadva","1","nincs megadva","nincs","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","nincs megadva","udvari","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"6","IX. kerület, Középso-Ferencváros","49,9 millió Ft","74 m²","2","Feel free to contact me in EnglishMegvételre kínálok Budapest 9. kerületében egy 5. emeleti, felújított, tágas terekkel és két szobával rendelkezo ingatlant. A lakás elhelyezkedésének köszönhetoen a Belváros számos pontja rövid idon belül elérheto. Az egyetemek közelsége miatt befektetési lehetoségként is kiváló. A lakás teljesköruen felújított: új nyílászárók, biztonsági ajtó, futés és elektromos hálózat. A közelben számos üzlet és szolgáltatás megtalálható: Spar, Tesco, DM, iskolák, óvodák, egyetemek, SZTK, orvosi rendelok, stb. Amennyiben felkeltettem érdeklodését, kérem keressen bármikor bizalommal!Referencia szám: H419418","jó állapotú","1950 és 1980 között","nincs megadva","nincs megadva","5","nincs megadva","van","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","északkelet","utcai","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"7","XIII. kerület, Angyalföld","37,5 millió Ft","58 m²","3","Feel free to contact me in EnglishEladó 1+ 2 fél szobás panel lakás a XIIl. kerület a központi részén.Nagyon szép világos, parkra nézo, csendes otthon.Egy tágas nappali, 2 hálószoba, ebédlo, külön fürdo és wc mellett egy mosókonyha modern zuhanyfülkével is kialakításra került.A szobák nemrégiben   lettek parkettázva, a többi helység kerámia lappal burkolt. A fürdo pár éve lett felújítva.A 3.5 nm-es  erkély a nappaliból nyilik,  csendes parkos területre néz, csakúgy, mint a két hálószoba.Kituno lokációja és remek adottságai miatt remek lehetoség.Bovebb információért, illetve, ha szeretné megtekinteni, keressen bizalommal.Referencia szám : H427309Referencia szám: H427309","jó állapotú","1950 és 1980 között","nincs megadva","nincs megadva","2","nincs megadva","van","3 m-nél alacsonyabb","távfutés","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","kertre néz","4 m²","nincs megadva","nem tetotéri","nincs megadva","nincs megadva",NA
"8","VII. kerület, Külso-Erzsébetváros - Ligetváros","32 millió Ft","48 m²","1","Feel free to contact me in EnglishEgylégteru, fiatalosan berendezett, tágas lakást kínálunk megvételre a Városliget közelében.A jó állapotú, földszinti ingatlan kényelmes terekkel rendelkezik. A szoba ablakai DNY-i tájolásúak, csendes, hátsó udvarra néznek.A konyha háztartási gépekkel felszerelt, a futést gázkonvektor, a meleg vizet villanybojler biztosítja.A lakás a képen látható berendezéssel együtt eladó.Épület:A szecessziós stílusban épült társasház rendezett, díszes homlokzata és belso udvara felújított. Környék:A megújuló Városliget minden évszakban kínál kikapcsolódásra lehetoséget, legyen az sportolás, kutyasétáltatás, korcsolyázás, múzeum látogatás vagy kávézás. Bevásárlásra a Garay téren vagy a Damjanich utcai Sparban van lehetoség, emellett számos kisebb üzlet is található a közvetlen környéken. Legközelebbi bevásárló központ az Aréna Plaza.Közlekedés:74-es, 75-ös és 79M jelzésu trolibuszok a belváros felé vagy a Keleti pu. (M2,M4 metró) irányába közlekednek.Kérdés vagy megtekintés esetén várom hívását.Referencia szám: H434899","közepes állapotú","1950 elott","nincs megadva","nincs megadva","földszint","nincs megadva","nincs megadva","3 m-nél magasabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délkelet","udvari","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"9","XIV. kerület, Amerikai út","41,8 millió Ft","48 m²","2","Városliget mellett két szobás ingatlan eladóHerminamezo legjobb részén az Amerikai úton kínálok,egy tulajdoni lapon 35 nm-es, de a valóságban, lemérve 48 nm-es(társasházi határozat alapján kibovített lakás) 2 szobás, déli fekvésu,frissen felújított, napfényes ingatlant.Konyhabútor terv készen, igény szerint kialakításra kerül.Futése gáz-cirkó, fenntartása rendkívül kedvezo.Csendes zöld kertre nézo (családi ház jellegu ) lakáshoz teraszt és hangulatos kertet lehet kialakítani.Az udvarban igény szerint gépkocsi parkolási lehetoség adott.A hely, közlekedés, vásárlási lehetoség szempontjából is kiváló !","felújított","1950 elott","összkomfortos","nincs megadva","földszint","földszintes","nincs","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","nincs megadva","udvari","nincs megadva","igen","nincs megadva","udvari beálló",NA,NA
"10","VIII. kerület, Baross utca","39,9 millió Ft","64 m²","3","ELADÓ BELVÁROSI LAKÁS!Budapesten Józsefvárosban, Kálvária/Losonczi térre nézo dupla erkélyes felújított lakás rendezett, kamerázott  lépcsoházban, jó lakóközösséggel   tulajdonostól azonnal beköltözhetoen eladó. Az ingatlan bármikor megtekintheto.Jellemzoi: 7. emeleti, 64 nm + erkély.( 6nm ), 3 szobás,  wc/fürdo külön helyiségben, nagy ablakos világos konyha, ho- és hangszigetelt muanyag nyílászárók redonnyel, biztonsági bejárati ajtó, egyéni ho- és vízméro óra, huto-futo légkondicionáló berendezéssel, , beépített tükrös szekrényekkel két szobában, 10 cm külso szigetelés, az épület 1. emeletén bérelt tároló.  Az ingatlan per és tehermentes!  Corvin-negyed, belváros 5 perc.Irányár: 39,9millió forintIngatlan közvetítok kérem ne keressenek. Kószönöm","felújított","nincs megadva","összkomfortos","nincs megadva","7","10","van","3 m-nél alacsonyabb","távfutés egyedi méréssel","van","25 E Ft/hó","nem","külön helyiségben","nincs megadva","panorámás","6 m²","nem","nem tetotéri","utca, közterület - ingyenes","részt vett",NA
