"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Parkolás","Panelprogram","Parkolóhely ára"
"1","XIII. kerület, Országbíró utca","49,9 millió Ft","45 m²","2","XIII. Béke tér közelében, az Országbíró utcában, Év lakóprojectje díjat nyert Metropolitan Garden lakóparkban ELADÓ egy új építésu, 2 szobás, ekélyes lakás.- Tulajdonostól eladó- 45 nm plusz 5 nm erkély- 3. emeleti, belso kert felé néz, keleti tájolással- Vadonatúj Ikeás konyhabútor, beépített sütovel és Gorenje fozolappal- Lakóparkon belüli extrák: Foxpost automata, közösségi nappali, kerti grillezo- Azonnal birtokba veheto- Befektetésnek is remek, jól bérbe adható- Közlekedése, elhelyezkedése kiváló: 1 percre LIDL, Rossmann, közelben számos üzlet. 12-es, 14-es villamos, 105 busz megálló 2 percre. 1-es villamos 4-5 perc sétára. Az Árpád hídi M3 Metró is 10 percen belül elérheto.( Ingatlanos segítséget nem kérek, köszönöm, eseti megbízást sem kötök)","új építésu","2021","nincs megadva","nincs megadva","3","6","van","nincs megadva","házközponti egyedi méréssel","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","kelet","kertre néz","5 m²","nincs megadva","nincs megadva","nincs megadva",NA,NA
"2","VII. kerület, Dembinszky utca","24,9 millió Ft","27 m²","1","Városligetnél Dembinszky utcában 27m2-es, galériás, egy szobás, világos, csendes, alacsony rezsiju, gázkonvektor futésu, udvari, magas földszinti lakás eladó. A lakás pár éve teljesköruen fel lett újítva. A társasház rendezett. Ár: 24,9 M Ft","jó állapotú","nincs megadva","összkomfortos","nincs megadva","földszint","4","nincs megadva","3 m-nél magasabb","gáz (konvektor)","nincs megadva","20 E Ft/hó","nincs megadva","nincs megadva","nincs megadva","udvari","nincs megadva","nincs megadva","nem tetotéri","utca, közterület - fizetos övezet",NA,NA
"3","VII. kerület, Külso-Erzsébetváros - Ligetváros","33,5 millió Ft","48 m²","1 + 1 fél","RENDKÍVÜLI LEHETOSÉG!Megvételre kínálok egy 48 nm-es, 1,5 szobás téglalakást Ligetvárosban, Dembinszky utcában a Városliget közelében.Lakás jellemzoi:- néhány éve teljes köru felújításon esett át, csak egy tisztasági festést igényel- korszeru kombi-cirkó gázkazán meleg vízrol és futésrol gondoskodik, lapradiátorok segítségével- szobahomérséklet termosztat és radiátorokon lévo hofokszabályzók segítségével is beállítható- új muanyag nyílászárókat építettek be, melyek légbevezeto szellozokkel vannak ellátva- víz- és villamoshálózat csere megtörtént- bejárati ajtó biztonsági és több ponton záródik- 50 cm-es a külso falak vastagsága- 3,5 m a belmagasság- a házban a fo gázvezetékeket nemrég cseréltek ki- az ingatlan per- és tehermentesközlekedés szempontjából is kituno választás, az M1 12 perces, számos troli- és buszjárat megállói néhány perces sétával elérhetoekA lakás remek lehetoség egyedülállóknak és pároknak egyaránt, de befektetésnek is kiváló. Ha felkeltettem az érdeklodését, várom hívását.További ingatlanokért látogasson el weboldalunkra!","jó állapotú","nincs megadva","összkomfortos","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","udvari","nincs megadva","nincs megadva","nincs megadva","utca, közterület - ingyenes",NA,NA
"4","III. kerület, Csillaghegy - Rókahegy","135 millió Ft","67 m²","2","Rókahegyen, gyönyöru környezetben eladóvá vált ez a 68m2-es, amerikai-konyhás nappalis plusz két szobás újszeru állapotú PENTHOUSE LAKÁS.A CSALÁDI INGATLAN eladásra kínálja a 21086-68-as számú, újszeru, extrákkal felszerelt penthouse LAKÁSÁT.A CSALÁDI INGATLAN által kínált LAKÁS jellemzoi:- 2019-ben épült ház, örök panorámával- két szintes társasház felso emelete, összesen 3 lakás található az épületben- társas házi megoldás, de nincs közös költség- hoszivattyús és padlófutéses futési rendszer- plafonhutés- kifejezetten alacsony rezsiköltség- egyedi tervek alapján kialakított praktikus konyha- nagy, kényelmes méretu közösségi tér, konyha-étkezo-nappali- praktikumokkal teli lakás, beépített szekrényekkel gyönyöruen kivitelezve, legújabb gépekkel beépitett konyha- 9 ponton záródó biztonsági ajtó- különnyíló szobák- muanyag legújabb minoségu nyílászárók redonnyel és szúnyoghálóval felszerelve- riasztórendszer- teremgarázsban autóbeálló is vásárolható melynek ára : 5.8M- összesen 118m2 terasz tartozik a lakáshoz (50 m2 tetoterasz, 50 m2 terasz és 18 m2 terasz, melybol az 50 m2 -es terasz télikertté alakítható)- D-i fekvésu az ingatlan- automata kapu, automata garázsajtóHa igazán kuriózumot keres gyönyöru panorámával akar ébredni közel a városhoz de mégis távol, feltétlen keressen, hogy megmutathassam.Amennyiben a 21086-68-as számú CSALÁDI INGATLAN által kínált LAKÁS vagy bármely a kínálatunkban található LAKÁS felkeltette érdeklodését, hívjon bármikor a megadott telefonszámon.Vásárolna de nincs rá keret? Kollégám díjmentes, bank semleges hitel ügyintézéssel áll rendelkezésére.További ingatlanokért látogasson el weboldalunkra!","újszeru","2019","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","hoszivattyú","van","nincs megadva","nincs megadva","külön helyiségben","dél","panorámás","118 m²","nincs megadva","nincs megadva","nincs megadva",NA,NA
"5","VII. kerület, Verseny utca","28,9 millió Ft","40 m²","1","*** Eladásra kínálok egy 2 szobássá alakítható 40 nm-es lakást a 7. kerületben *** A lakás egy liftes, jó állapotú, rendezett társasház 4. emeletén található. Jelenleg egyszobás, de a konyha áthelyezésével egy amerikai konyhás nappali + hálószobás otthont nyerhetünk. Állapota közepes/felújítandó, az utóbbi években új bejárati ajtó, ablakok, új gáz-konvektor és villanybojler került beszerelésre. Fenntartási költsége kedvezo, a közös költség 9000 Ft, minden közmu egyedi méros. A 7. kerület dinamikusan fejlodo részén, a Verseny utcában található, a közvetlen közelben új beruházások, épülo projektek. A környék infrastruktúrájára nem lehet panasz, nem messze található az Aréna pláza, a Puskás Stadion, a Keleti pályaudvar, 2-es és a 4-es metró megállója, a természet kedveloknek pedig a Százház park és a Városliget.","jó állapotú","1950 és 1980 között","összkomfortos","nincs megadva","4","5","van","3 m-nél magasabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","dél","udvari","nincs megadva","nincs megadva","nem tetotéri","utca, közterület",NA,NA
"6","X. kerület, Kobánya-Városközpont","24,79 millió Ft","41 m²","1 + 1 fél","FIGYELEM!X. KERÜLET KÖZPONTI HELYÉN, KIVÁLÓ KÖZLEKEDÉS MELLETT, SAJÁT RÉSZRE VAGY KIADÁSRA IS KIVÁLÓ LEHETOSÉG!X. kerület Állomás utcában eladó egy 41nm-es, 6.emeleti, jó állapotú lakás!Az ingatlanban a bejárati ajtó ki lett cserélve.A konyhában új konyhabútor van.A közelben minden megtalálható, a Korösi Csoma sétány 1 percen belül elérheto, itt bevásárlási lehetoségek, posta, gyógyszertár stb. megtalálható.Buszvégállomás a közvetlen közelben.Érdemes megtekinteni!Jöjjön el, nézze meg, amíg még megvan!I.á.: 24.79 MFt","jó állapotú","nincs megadva","összkomfortos","nincs megadva","6","10","van","3 m-nél alacsonyabb","távfutés","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","nincs megadva","utcai","nincs megadva","nincs megadva","nincs megadva","utca, közterület - ingyenes","nincs megadva",NA
"7","IV. kerület, Bocskai utca","39,5 millió Ft","57 m²","2 + 1 fél","Megvételre kínálok, a Újpest Városkapunál, egy 57 nm-es 2 egész és 1 félszobás igényesen felújított álom otthont.AZ ELADÓ INGATLAN NAGY ELONYE, HOGY KÖZVETLEN A METRÓ MELLETT, ÚJPEST VÁROSKAPUNÁL HELYEZKEDIK EL, A TÖMEGKÖZLEKEDÉS KIMAGASLÓAN JÓ. A biciklizést kedvelok a kiépített bicikli útvonal miatt a Népszigetet, és a Római-Partot könnyedén meg tudják közelíteni!ELONYÖS MÉG, hogy nem kell felújítani! TEHERMENTES.Ezt a lakást azoknak ajánlom, akik olyan ingatlant keresnek, ahová jó állapota miatt felújítás nélkül is be lehet költözni, és akik szeretnének percek alatt a belvárosba jutni tömegközlekedéssel.A TÁRSASHÁZ KÜLSO SZIGETELÉSSEL RENDELKEZIK!KÖRNYÉK JELLEMZOI:A környéken minden megtalálható, ami csak fontos lehet: óvoda, játszótér, bevásárlási lehetoség (Tesco, Lidl, Duna Pláza), posta, stb. M3 metró 2 perc séta távolságra található a lakástól! Újpest központ 1 metró megálló. Bkk járatok, mint a 196-os,196A-s,104-es, 204-es erre közlekednek. A Népsziget, és a Római-part biciklivel gyorsan elérheto. TÁRSASHÁZ JELLEMZOI:A társasházat 2-3 éve beszigetelték, ekkor kapott napkollektort a ház, valamint új bejárati kapukat. Az egész társasház közös területein lévo villanyvezetékeket, és nyílászárókat újra cserélték. A társasház összetétele kiváló, kulturált.LAKÁS JELLEMZOI:A lakás 57 nm-es  a társasház harmadik emeletén található, tégla falazatú. Ablakai keleti és nyugati tájolásúak, ennek köszönhetoen napfényes az egész lakás. Az elosztása praktikus, a két szoba mellett egy ablakos kis hálófülke került kialakításra. A lakást 5 és 2 éve újították fel, ízléses jó minoségu burkolatokkal, egy gyönyöru konyhával, így ekkor teljesen új megjelenést kapott. Az ablakból kinézve zöld övezet tárul elénk! A nyílászárók 2 éve muanyagra lettek cserélve, a bejárati ajtó biztonsági ajtó. Futése távfutés, egyedi homennyiségmérovel mért.A bútorok megállapodás tárgyát képezik, a konyha bútorzata, a süto és a fozolap a vételár részét képezi. A lakáshoz közös, és saját használatú tároló is tartozik.Közös költség: 14 500 Ft Mely többek között tartalmaz egy felújítási alapot is.PARKOLÁS:A ház elott ingyenes P+R parkoló található.FINANSZÍROZÁS:Készpénzzel és hitelkonstrukcióban is megvásárolható, ebben az esetben szakérto kollégánk áll a rendelkezésére, és tájékoztatja Önt a legkedvezobb lehetoségekrol.A lakás tehermentes, a költözés a vételár kifizetését követoen azonnal lehetséges!Ajánlom ezt az otthonos, igényes, napfényes, környezetben fekvo lakást azoknak, akiknek fontosa lokáció, és a jó elosztás.Megtekintési szándékkal, és felmerülo kérdéseivel, keressen bizalommal!Fix ár: 39,5 M Ft","felújított","1981 és 2000 között","összkomfortos","nincs megadva","3","4","nincs","3 m-nél alacsonyabb","távfutés egyedi méréssel","nincs","nincs megadva","nem","egy helyiségben","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nem tetotéri","utca, közterület - ingyenes",NA,NA
"8","III. kerület, Békásmegyeri lakótelep Duna felol","33,9 millió Ft","50 m²","2","Eladó a III. kerületben, Békásmegyeren, a Duna feloli oldalon, egy 50nm 2 szobás, felújított, 3.emeleti lakás, panelprogramos házban!","felújított","1950 és 1980 között","összkomfortos","nincs megadva","3","10","van","nincs megadva","távfutés egyedi méréssel","van","nincs megadva","igen","külön helyiségben","délkelet","utcai","nincs megadva","nincs megadva","nincs megadva","utca, közterület - ingyenes","részt vett",NA
"9","XIII. kerület, Szent László út","56,3 millió Ft","79 m²","2 + 2 fél","Csak nálam!Budapest XIII. kerületében eladó, egy belso kétszintes. III. emeleti, bruttó 79 nm-es, jó állapotú, 4 szobás, erkélyes, klimatizált téglalakás!A lakás csendes, világos nettó 68 nm-es, 1+3 szobás, Ny-i és K-i tájolású. Nagyon jó elosztású, a belso két szint teljesen elszeparált életteret biztosít, a szobák külön bejáratúak, a nappalihoz tartozik egy kis erkély. A lakás jó állapotú, azonnal birtokba veheto, akár tisztasági festéssel beköltözheto, helyiségei a következok, Alsó szint: nappali 22,1 nm, szoba 6,6 nm, ablakos konyha 6 nm, , wc kézmosóval 1 nm, eloszoba, közlekedo, lépcsofeljáró és erkély.Felso szint: közlekedo, 2 szoba, fürdoszoba, wc, gardrób szoba.A lakáshoz tartozik egy földszinti, külön helyrajzi számon lévo, 6 nm-es, futött tároló, ami opcionálisan megvásárolható 2,7 M Ft-ért.A lakás fenntartási költsége alacsony, a futés házközponti, minden egyedi mérés alapján elszámolt.A lift nélküli társasház 2003-ben épült, jó állapotú, karbantartott, rendezett, megtakarításokkal rendelkezik, tartozik hozzá egy kis belso zárt udvar. A környék csendes, a szomszédságban is több új építésu társasház található, buszok, villamosok, óvoda, iskola, bevásárlási lehetoség percek alatt elérhetok. Ajánlom, fiataloknak, családosoknak egyaránt, valamint elhelyezkedésének és elosztásának köszönhetoen befektetésnek is kiváló, könnyedén kiadható.Amennyiben ez lehet Önnek az ideális otthon, várom hívását!Kézbe veszem ingatlanügyeit!Csizmadia Andreaingatlanértékesíto","jó állapotú","2001 és 2010 között","összkomfortos","nincs megadva","3","4","nincs","3 m-nél alacsonyabb","házközponti egyedi méréssel","van","nincs megadva","nincs megadva","külön helyiségben","nyugat","nincs megadva","1 m²","nincs megadva","nincs megadva","nincs megadva",NA,NA
"10","XIV. kerület, Bartl János utca","52,3 millió Ft","58 m²","2","KIZÁRÓLAG AZ OTP INGATLANPONT KÍNÁLATÁBAN! ZÖLD OTTHON PROGRAMNAK MEGFELELO, HAMAROSAN KÖLTÖZHETO INGATLANOK!Budapest 14. kerületében, Zugló szívében korszeru építészeti megoldásokkal, több ütemben épülo PASKAL GARDEN lakóparkban kínálunk megvételre elegáns, élheto otthonokat. A beruházás tervezésekor kiemelt figyelmet kapott az épületek barátságos megjelenése, a korszeru, jól használható alaprajzok kialakítása, a világos életterek, és a megújított Rákos-patak csendes környezetével harmonizáló parkosított belso kert megvalósítása. A három épületbol álló elegáns lakópark otthonaiban a futési és hutési energiát környezetbarát levegos-hoszivattyú rendszer biztosítja, a holeadók a mennyezetbe épített, szabad szemmel nem látható huto-futo rendszerek, melyekkel a helyiségek homérséklete egyedileg szabályozható, akár intelligens/okos hálózat részeként.A lakóépületek a Rákos-patak közelében helyezkednek el, amelynek közvetlen környéke a beruházás keretein belül már megújult; a patak mellett parkosított zöldfelület épült, sétánnyal, padok és szökokút kialakításával. A zöld környezetet és a természet közelségét fokozza a földszinti lakások kertkapcsolata, illetve az emeleti lakásokhoz tartozó napfényes erkély vagy tágas terasz.Garázs és tároló vásárlása opcionális, az épületek alatti teremgarázsokban az összes lakás számára biztosít a beruházó parkolóhelyet, akár elektromos gépjármutöltovel.Mindegyik épületben megtalálható kisebb alapterületu, vagy akár több hálószobával rendelkezo ingatlan. A változatos méretu és alaprajzú lakástípusok között az elso lakást kereso fiatalok, a CSOK nyújtotta lehetoségeket kihasználni szándékozó családosok, vagy akár a befektetési céllal vásárlók is megtalálhatják álmaik otthonát. Az A épület tervezett átadása  2022. I. negyedév.","új építésu","2021","összkomfortos","AA+","földszint","nincs megadva","van","3 m-nél alacsonyabb","mennyezeti hutés-futés","van","nincs megadva","igen","nincs megadva","délnyugat","kertre néz","9 m²","nincs megadva","nem tetotéri","teremgarázs hely",NA,NA
