"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Panelprogram","Parkolás","Parkolóhely ára"
"133","VI. kerület, Szondi utca","29,9 millió Ft","39 m²","1","Eladó Terézvárosban a /VI.kerület/ Szondi utcában egy 39 nm2-es földszinti galériázott egy szobás tégla lakás A lakás a földszinten található, jó elosztású, bútorozatlan,  galériázott 7 nm, 1.50 m magas , melyet kényelmesen ki lehet alakítani piheno, alvó résznek, vagy kisebb iroda, tanuló résznek.  A konyha praktikusan felszerelve, páraelszívóval, és spájzzal. A Fürdoszobában kád van, a wc külön helyiségben. A lakás vízórával rendelkezik és gázkonvektoros. Utcára nyíló ablakok, zajvédett fa nyílászárókkal.  A lakás csendes, nem zajos, normális szomszédokkal és gyönyöru közös kerttel várja új tulajdonosát.  Kiváló befektetés, jelenleg is bérlo lakik benn. Kisebb beázás miatt részlegesesen javításra szorul. Ideális választás párok számára, vagy egyedülállók számára..Belvárosi hangulat, minden bevásárlási lehetoség a közelben megtalálható, kiváló közlekedés  4-6os  villamos, a közelben a Nyugati pályaudvar, a Nagykörút néhány percre. Bencze Katalin ingatlan referens","közepes állapotú","1950 elott","komfortos","nincs megadva","földszint","2","nincs","3 m-nél magasabb","gáz (konvektor)","nincs megadva","nincs megadva","nem","külön helyiségben","kelet","utcai","nincs megadva","igen","nincs megadva",NA,"nincs megadva",NA
"134","VIII. kerület, Kerepesdulo","29,9 millió Ft","52 m²","1 + 1 fél","EGYEDI HANGULATÚ házban, Budapest, Keleti pályaudvar közelében, 52nm-es, magasföldszinti, 1,5 szobás, lakás eladó!A hely adottsága kiváló! Közlekedés, infrastruktúra, minden karnyújtásnyira. Egyetemisták által kifejezetten kedvelt környék. Egy nagy 25nm-es, 3,80m belmagasságú, galériázott utcára kilátással szoba, és egy kisebb udvarra-kerte nézo, ami elott kis kiülo terasz húzódik. Fürdoszobában sarokkád. Futés és a meleg víz, kombi gáz cirkóval. Vízfogyasztás, külön órával mérheto. A ház, 1890-ben épült, a vastag téglafalaknak köszönhetoen, jó a ho megtartása. Nyílászáróit az idok folyamán, korszeru muanyagra cserélték. Udvarban gépkocsibeállási lehetoség elvileg van, 4.000.-Ft/hó.Ez a ház, udvar azoknak való, akik meg tudják látni, és becsülni a régi kor szépségét!","jó állapotú","1950 elott","nincs megadva","nincs megadva","félemelet","3","nincs","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nem","egy helyiségben","kelet","utcai","6 m²","nincs megadva","nincs megadva",NA,"nincs megadva",NA
"135","XI. kerület, Bartók Béla út 6.","29,9 millió Ft","27 m²","1","IMPOZÁNS: - KIEMELT VÁROSRÉSZ -  GELLÉRT TÉRDUNAPART  - MUEGYETEM - GELLÉRT SZÁLLÓ              RENDEZETT TÁRSASHÁZ   A HOMLOKZAT KITUNO ÁLLAPOTBAN Eladó a XI. ker. legimpozánsabb  városrészében, a Gellért térnél, a Duna Parttól 1 percre, a Bartók Béla út 6 szám alatt, 1 szobás  garzon lakás.A lakás belso udvarra néz, 4 lépcso vezet fel a lakásba, félemeleti szint.A kis eloszoba.A szoba tágas, jól rendezheto, benne ÁLLÓ fa galéria, a parketta jó állapotban.       BELMAGASSÁG 4,8 m =  FELFELÉ BOVÍTHETO - ALAKÍTHATÓ A konyha kicsi, praktikusan berendezett, kis mosógépet ide lehet bekötni, a bekötés helye kiépített.A fürdo a konyhából nyílik, benne tusoló- zuhanytálca,  mosdó tálcával.A toalett az eloszobából nyílik, benne kézmosó!      A VILLANYVEZETÉK 10 ÉVE LETT ÁTHÚZVA                   A VÍZÓRA HITELESA futést a jó állapotú  gázkonvektor biztosítja.Az eloszobából /térnövelés/és felfelé akár födémmel is + szoba kialakítható, a nagy belmagasságnak köszönhetoen.A rezsi kedvezo, egy személy által is könnyen fenntartható!,,BEFEKTETÉSNEK IS KIVÁLÓ: KERESETT KÖZKEDVELT VÁROSRÉSZ,,- AZ EGYETEMEK KÖZELSÉGE - A 4 es METRÓ, és A DUNA PART-A közös költség 7 900 Ft.Az ingatlan tehermentes, jogtiszta, azonnal költözheto, a bútor igény szerint  a vételárban.A mutatás rugalmas, a kulcs nálam.Hívjon, beszéljünk róla, hét mindennapján elérheto vagyok 9 - 21 óráig!","jó állapotú","1950 elott","összkomfortos","nincs megadva","félemelet","4","van","3 m-nél magasabb","gáz (konvektor)","nincs megadva","7,9 E Ft/hó","nem","külön helyiségben","délnyugat","udvari","nincs megadva","nincs megadva","nincs megadva",NA,"utca, közterület - fizetos övezet",NA
"136","XVIII. kerület, Erzsébettelep","29,9 millió Ft","55 m²","2","XVIII. kerület Erzsébettelep csendes részén 5 lakásos társasházan, 55 nm-es, 2 szobás lakás eladóAz ingatlan Lorincen, csendes utcában található, lekerített kertrésszel, tárolóval, saját pincével és padlással. A kisebb szoba 10,5 nm-es, járólappal burkolt, ablaka a saját, elkerített udvarra néz. A fürdoszoba járólappal és csempével burkolt. A melegvízrol elektromos bojler gondoskodik. A 12,5 nm-es étkezos konyha járólappal burkolt, onnan nyílik a világos, parkettás, 24 nm-es hálószoba. Korszeru muanyag nyílászárók, új vezetékek találhatóak az ingatlanban. A lakás melegét gázkonvektor biztosítja, emellett fatüzelésu kandalló is rendelkezésre áll. Az udvarban sufni is található, valamint egy közös tároló. A tetot és a kertkaput néhány évvel ezelott újították fel.A közös költség: 7500 FtA futés: 14.000 FtKözlekedés: 85-ös, 95-ös, 98-as, 217-es buszok néhány perc sétára találhatókEllátottság:Óvoda, általános iskola, számos kisbolt található a közelben.Az irodánk kínálatában a szomszéd lakás is megtalálható, így együtt is megvásárolható.Adatbázisunkban további ingatlanok közül válogathat, hívjon bizalommal, hogy megtaláljuk a legmegfelelobbet!Hitelre van szüksége? Teljes köru és díjmentes hitelügyintézéssel, biztosításkötéssel áll rendelkezésére szakérto kollégánk.Kérje személyre szabott ajánlatunkat!","jó állapotú","1950 elott","összkomfortos","nincs megadva","földszint","földszintes","nincs","3 m-nél magasabb","gáz (konvektor), egyéb","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","északnyugat","utcai","nincs megadva","igen","nem tetotéri",NA,"udvari beálló",NA
"137","IX. kerület, Viola utca","29,9 millió Ft","36 m²","1","Eladásra kínálunk a 9. Kerület rehabilitált részén, a Viola utcában egy két emeletes rendezett társasházban lévo 36 nm-es földszinti lakást. Az épület rendezett, a környék kiváló, a társasház kapuján beérve egy gyönyöru zöld kertes rész fogadja az érdeklodoket. A lakás állapotát illetoen közepes, a szobában található egy fekvo galéria is. Közelben a legfontosabb egyetemek megtalálhatóak, tömegközlekedéssel 10 percen belül a Corvinus, a BME, az ELTE, a SOTE, a Közszolgálati Egyetem, és a Pázmány is. Udvari tájolású ablakainak hála maga a lakás nagyon csendes. Fiatal pároknak, egyedülállóknak egyetemistáknak kituno választás, de a kiadásra keresoknek is tökéletes lehet. Rendezett jogi hátteru ingatlan, mely igény szerint jóformán azonnal birtokba veheto.Teljes köru, hitel- és biztosítási ügyintézéssel, kedvezményes ügyvédi munkadíjjal állunk szíves rendelkezésükre. További információért, illetve idopont egyeztetéssel kapcsolatban keressenek minket bizalommal, a telefont hétvégén is felvesszük. Több ingatlanunk esetében ingatlanbeszámítás is lehetséges, a részletekrol érdeklodjön telefonban.Vevoink számára a közvetítés díjtalan.WE SPEAK ENGLISH, FEEL FREE TO CALL US.","közepes állapotú","nincs megadva","összkomfortos","nincs megadva","földszint","nincs megadva","nincs","3 m-nél magasabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","nincs megadva","udvari","nincs megadva","nincs megadva","nincs megadva",NA,"utca, közterület",NA
"138","VII. kerület, Rottenbiller utca 17-19.","29,9 millió Ft","23 m²","1","Eladó prémium minoségu új építésu loft lakás!Elhelyezkedés:A lakópark központi elhelyezkedésu, a VII. kerület Rottenbiller utcában található, egyetemek (Állatorvosi Egyetem, McDaniel College, METU) és fobb tömegközlekedési csomópontok mellett, mégis nyugodt és csendes épületben.Épület:A prémium minoségu anyagokból épült ingatlan tereinek kialakítását a „co-living” és az „all-in-one” szemlélet vezette.A stúdiólakások térélményét erosíti a magas belmagasság, az ipari loft stílusú belsoépítészeti megoldások, valamint az úgynevezett „study box”, a plusz belso teret jelento alumínium borítású erkélyek.A lakók közösségi igényeit szolgálják: az edzoterem, a kávézó, a belso udvar, a komfortérzetüket pedig a személyre szabottan bútorozott és felszerelt lakások, a fedett kerékpártároló, a lift és a mosoda.Ingatlan:A második emeleten található lakás loggiával néz egy zöld belso kertre, A fürdoszoba épített zuhanykabinnal rendelkezik, a lakótérben emeletes ágy került kialakításra. A konyha gépesített. A bútorok csomag megállapodás tárgya.Extrák:- Edzoterem- Mosoda- Kávézó / étterem- Közösségi terek- Takarítás és karbantartás- Kerékpártároló- Bérelheto mélygarázs- Rugalmas bérleti ido","nincs megadva",NA,"luxus","nincs megadva","2","5","van","3 m-nél magasabb","házközponti egyedi méréssel","van","nincs megadva","nincs megadva","egy helyiségben","nincs megadva","udvari","nincs megadva","nem","nem tetotéri",NA,"teremgarázs hely - bérelheto","30 000 Ft/hó"
"139","XXII. kerület, Budafok - Vihar-Anna utcai lakótelep","29,9 millió Ft","54 m²","2","Budafok szívében 54 m2-es, negyedik emeleti erkélyes téglalakás eladó!A lakás a negyedik emeleten helyezkedik el, összkomfortos, futése konvektoros, rezsije a közös költséggel együtt sem éri el a havi 30 000 Ft-ot. A lépcsoházban nincs lift, ellenben biztonsági kamerarendszerrel ellátott, a nyílászárói - csak úgy mint a lakásé- muanyagra lettek cserélve. Az alagsorban rendelkezésre áll közös tároló helyiség, a tömb elott pedig ingyenes a parkolás.A környék lakóbarát, csendes és biztonságos. Néhány perc sétára kényelmesen elérheto valamennyi közösségi, ellátó és szociális intézmény, továbbá közértek, pékség, pizzéria és gyorséttermek, patika, bank és fodrász szalon is, többek között. Nem gyalogos, nagyobb volumenu bevásárlásra és egy kis csavargáshoz a közeli Savoya park javasolt.Közlekedése roppant optimális, ketto perc sétára található több busz és a 47-es villamos megálló. Villamossal a Deák tér 30 perc, busszal a Kelenföldi vasút és metrókapcsolat 25 perc.A lakás egy tisztító festést követoen költözheto, de felújításra szorul, így elsosorban befektetoknek ajánlom további kiadás céljára. Alacsony rezsije és kedvezo közlekedése miatt egyaránt vonzó alternatíva lehet közös életüket most kezdo fiatal pároknak vagy egyetemistáknak.Amennyiben tetszik a lakás, hívjon nyugodtan, nézzük meg együtt!(További kínálatunkat keresse a VING hivatalos weboldalán.) \n","jó állapotú","1950 és 1980 között","összkomfortos","nincs megadva","4","4","nincs megadva","3 m-nél alacsonyabb","gáz (konvektor)","nincs","nincs megadva","nincs megadva","külön helyiségben","nincs megadva","udvari","4 m²","nem","nincs megadva",NA,"utca, közterület - ingyenes",NA
"140","VIII. kerület, József körút","29,9 millió Ft","33 m²","1","Közepes állapotú, 33 m2-es, 1. emeleti, 1 szobás tégla lakás.A nagy méretu szoba 20,5 m2 alapterületu, napos, a burkolata parketta. Az ablakai a Rökk Szilárd utcára néznek, ezért csendes, nem hallatszik be a körút forgalmának a zaja. A falai hibátlanok, 3 éve lettek kifestve.A konyha, az eloszoba és a kamra padlóburkolata cementlap.A fürdoszoba és a WC egy helyiségben van. Oldalfala csempe, a padlóburkolata mettlachi borítású.A lakás melegérol Héra típusú gázfutés gondoskodik csempekályhával. A csempekályha jó tulajdonsága, hogy a kikapcsolása után is órákig tartja a meleget. A meleg vizet villanybojler szolgáltatja.  2014-ben az épület külso homlokzati falát és a belso falakat felújították.A tömegközlekedés kiváló, a 4-es és a 6-os villamos surun közlekedik a körút forgalmában. Néhány perc alatt elérheto vele a Blaha Lujza tér, így Budapest összes pontja gyorsan elérheto metróval is.5 percen belüli sétával elérheto a Spar, a Penny, és más élelmiszer üzletek is. Ezeken kívül a McDonalds, pizzéria, étterem, több bank, posta is, valamint az egymást éro különféle üzletek.Fiatal pároknak és egyedülállóknak kiváló, akiknek fontos az, hogy hamar a belvárosba jussanak, a munka, a tanulás, vagy akár kikapcsolódás szempontjából. Ugyanakkor kiadásra is tökéletes választás, hiszen az egyetemek közelsége miatt könnyen kiadható. Ügyfeleink részére BANKFÜGGETLEN hitelügyintézo kollégáink szívesen nyújtanak segítséget, hitellel, vagy akár CSOK-kal kapcsolatban is, teljesen INGYENESEN!Amennyiben további kérdése van, hívjon bizalommal!Cs.I.","közepes állapotú","1950 elott","összkomfortos","nincs megadva","1","3","van","3 m-nél magasabb","nincs megadva","nincs megadva","nincs megadva","nem","nincs megadva","délkelet","utcai","nincs megadva","nem","nem tetotéri",NA,"utca, közterület",NA
"141","VIII. kerület, József körút","81,88 ezer €","33 m²","1","Közepes állapotú, 33 m2-es, 1. emeleti, 1 szobás tégla lakás.A nagy méretu szoba 20,5 m2 alapterületu, napos, a burkolata parketta. Az ablakai a Rökk Szilárd utcára néznek, ezért csendes, nem hallatszik be a körút forgalmának a zaja. A falai hibátlanok, 3 éve lettek kifestve.A konyha, az eloszoba és a kamra padlóburkolata cementlap.A fürdoszoba és a WC egy helyiségben van. Oldalfala csempe, a padlóburkolata mettlachi borítású.A lakás melegérol Héra típusú gázfutés gondoskodik csempekályhával. A csempekályha jó tulajdonsága, hogy a kikapcsolása után is órákig tartja a meleget. A meleg vizet villanybojler szolgáltatja.  2014-ben az épület külso homlokzati falát és a belso falakat felújították.A tömegközlekedés kiváló, a 4-es és a 6-os villamos surun közlekedik a körút forgalmában. Néhány perc alatt elérheto vele a Blaha Lujza tér, így Budapest összes pontja gyorsan elérheto metróval is.5 percen belüli sétával elérheto a Spar, a Penny, és más élelmiszer üzletek is. Ezeken kívül a McDonalds, pizzéria, étterem, több bank, posta is, valamint az egymást éro különféle üzletek.Fiatal pároknak és egyedülállóknak kiváló, akiknek fontos az, hogy hamar a belvárosba jussanak, a munka, a tanulás, vagy akár kikapcsolódás szempontjából. Ugyanakkor kiadásra is tökéletes választás, hiszen az egyetemek közelsége miatt könnyen kiadható. Ügyfeleink részére BANKFÜGGETLEN hitelügyintézo kollégáink szívesen nyújtanak segítséget, hitellel, vagy akár CSOK-kal kapcsolatban is, teljesen INGYENESEN!Amennyiben további kérdése van, hívjon bizalommal!Cs.I.","közepes állapotú","1950 elott","összkomfortos","nincs megadva","1","3","van","3 m-nél magasabb","nincs megadva","nincs megadva","nincs megadva","nem","nincs megadva","délkelet","utcai","nincs megadva","nem","nem tetotéri",NA,"utca, közterület",NA
"142","XIX. kerület, Dobó Katica utca","29,9 millió Ft","59 m²","1 + 2 fél","XIX. KERÜLET KISPESTEN!59 nm-es 1+2 szobás, szigetelt házban lévo panellakás. Fenntartása kedvezo: közös költsége 12.500 Ft, ami jövore csökkenni fog, a futés díja kb 8000 Ft.A Határ út 4 megállóra van az 50-es jelzésu villamossal, a KÖKI Terminál pedig 2 megállóra található a 151 jelzésu autóbusszal.Az ingatlan gyorsan birtokba veheto.Vevoink számára a közvetítés ingyenes.","közepes állapotú","nincs megadva","összkomfortos","nincs megadva","4","10","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","utcai","nincs megadva","nincs megadva","nincs megadva","nincs megadva","utca, közterület",NA
"143","XVIII. kerület, Ganztelep","29,9 millió Ft","64 m²","4","Eladó a XVIII. kerületben a Béke tértol pár perc sétára, egy több generációs családi ház elso emeleti része, ami 64.25 nm-es, (kisebb felújítást igényel!)A házrész ezen belül még egy teljesen elszeparált külön szobából, fürdoszobából áll, ami nagyon ideális akár nagyszülo számára, akár már egy nagyobb gyermek külön kis birodalmának!Az ingatlan teljesen külön bejárattal és egy 50nm-es saját használatú kerttel rendelkezik.Minden házrésznek külön méroórái vannak!A családi ház alagsorában található egy kocsibeálló, ami megvásárolható (ez már külön megállapodás tárgyát képezi a tulajdonossal).Az ingatlan osztatlan közös, ügyvédi megosztással lesz.Gyerekes családok számára a megvásárláshoz felhasználható a használt lakásra felveheto CSOK, CSOK HITEL (hitel rész , amennyiben legalább 2 gyerek van!) így a vásárlás illetékmentes lesz.Egyedi igényekre szabott lakáshitelekkel állunk rendelkezésére. Bankfüggetlen hitelcentrumunk az országban elérheto összes bank és hitelintézet ajánlatát versenyezteti az Ön számára díjmentesen.Munkatársaink nagy szakmai tapasztalattal várják Önt az elore egyeztetett idopontban akár a normál munkaido után is.","közepes állapotú","1950 és 1980 között","összkomfortos","nincs megadva","2","nincs megadva","nincs","3 m-nél alacsonyabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","udvari","nincs megadva","igen","nem tetotéri",NA,"nincs megadva",NA
"144","VIII. kerület, Baross utca","29,9 millió Ft","45 m²","2","VILÁGOS - ERKÉLYES - PANELPROGRAMOS-KLÍMÁS8. kerület József körút és Kálvária park közötti részén van ez a tágas terekkel rendelkezo, 4.emeleti, ZÖLDRE NÉZO, VILÁGOS, ERKÉLYES, KLIMATIZÁLT 45 nm-es panelprogramos, 2 szobás lakás.Az ingatlan közepes állapotú, a nyílászárók muanyagok, a futés távfutés egyedi mérovel.A környéken közel található a megújult Kálvária tér és a Turay Ida Színház, a Corvin Pláza, számos egyetem / foiskola (Óbudai Egyetem, Pázmány, Közszolgálati Egyetem és a SOTE). A közlekedés kiváló, 4-6-os villamos, 9 busz, 83-as trolibusz 5 perc sétára sincs.","közepes állapotú","nincs megadva","nincs megadva","nincs megadva","4","10","van","3 m-nél alacsonyabb","távfutés egyedi méréssel","van","nincs megadva","nincs megadva","nincs megadva","dél","nincs megadva","4 m²","nincs megadva","nincs megadva","részt vett","nincs megadva",NA
"145","VIII. kerület, Baross utca","29,9 millió Ft","30 m²","1","A BAROSS UTCÁBAN ELADÓ, EGY TELJES FELÚJÍTÁSON ÁTESETT, IMPOZÁNS BELMAGASSÁGGAL RENDELKEZO, 39 NM-ES, 1 SZOBA HALLOS+ 12NM-ES ÁLLÓ GALÉRIÁS, CSENDES KERTRÉSZ FELÉ TEKINTO, 1. EMELETI TÉGLALAKÁS, AZONNAL KÖLTÖZHETO ÁLLAPOTBAN!KÖRNYEZET: rendezett utcakép, a közelmúltban felújított homlokzatVÁROSRÉSZ: MagdolnanegyedALAPTERÜLET/BEOSZTÁS/SZINT: 39nm alapterület. Eloszoba, ami egyben konyha is. Új kialakítású fürdoszoba. Hall, ami étkezo és gardrób vagy dolgozó szoba is lehet. Hátsó kert felé tekinto, napfényes szoba. A hall felett egy állógaléria, ami 12nm-es, és 175cm belmagassággal rendelkezik.SZERKEZET:FALAZAT: téglaGÉPÉSZET: új víz és villanyvezetékekFUTÉSRENDSZER: konvektorBURKOLATOK: járólap-parkettaNYÍLÁSZÁRÓK: régi polgári jellegu ablakok és ajtóKÖLTSÉGEK: egyéni fogyasztás alapjánEGYÉB JELLEMZO: az ingatlan egyik nagy elonye, hogy az ablaka nem egy másik házra tekint, hanem egy kert felé néz. A másik nagy elonye az állógaléria, ami nem szukíti a teret a nappaliban, tehát ott megmaradt a csodás, 4méteres belmagasság, viszont az étkezo-hall felett, mégis használható helyiséget hozott létre. A fürdoszoba teljesen friss kialakítású. Új vízvezetékrendszerrel, új burkolatokkal és szaniterekkel. Rendezett jogviszonyok, gyorsan költözheto ingatlanKÖZLEKEDÉS: kiváló közlekedés mellett.","felújított","nincs megadva","komfortos","nincs megadva","1","4","nincs","nincs megadva","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","nincs megadva","utcai","nincs megadva","nincs megadva","nincs megadva",NA,"nincs megadva",NA
"146","XIV. kerület, Nagy Lajos király útja","29,9 millió Ft","30 m²","1","Zuglóban, a Nagy Lajos király útján, a Bosnyák térhez közel, eladó egy felújított 4 szintes társasház 3. emeletén egy 30 nm-es, 1 szobás, FELÚJÍTOTT lakás. A garzonhoz tartozik továbbá egy osztatlan közös tulajdonú pince-tároló, valamint egy tetotéri saját tároló. A lakás befektetési célra is kiváló vétel! Irányár: 29,9 MFt.A lakás folyamatosan karbantartott. Két éve teljesköru felújításon esett át, melynek keretében a laminált lapot és a hidegburkolatokat cserélték a konyhában és a fürdoszobában, valamint új konyhabútor került beépítésre. A lakás egy napfényes nappali (18 nm), egy étkezo-konyha, egy eloszoba, egy tároló, valamint egy kádas fürdoszoba - WC helyiségekbol áll.  Az irányár része a beépített konyhabútor. A lakásban található további bútorok igény szerint, külön megegyezés tárgyát képezhetik. Parkolás a társasház elott, az utcán mindig, biztonságosan megoldható.TÁRSASHÁZ, MUSZAKI TARTALOMA téglaépítésu, szigetelt társasháznak van egy zárt, gondozott belso udvara. A lépcsoház tiszta, rendezett. A társasház futése házközponti. A nyílászárók jó állapotú, fa kiviteluek. Közös költség 25.000 Ft/hó, mely magában foglalja a közös költségen túl a hideg-, melegvíz és a futés költségét.     KÖRNYÉK, KÖZLEKEDÉSA lakás jó elhelyezkedésének köszönhetoen a közlekedés kiváló. A lakástól pár lépésre számos közlekedési eszköz (32-es autóbusz, valamint a 3, 62, 62A, 69-es villamosok) található. Az ingatlan infrastruktúrája rendkívül jó: a közelben több bevásárlási lehetoség, valamint a Bosnyák téri piac is könnyen elérheto. Amennyiben megtetszett az ingatlan, kérem, hívjon bizalommal!","felújított","1981 és 2000 között","összkomfortos","nincs megadva","3","4","nincs","3 m-nél alacsonyabb","nincs megadva","nincs megadva","nincs megadva","nem","egy helyiségben","nyugat","nincs megadva","nincs megadva","nem","nem tetotéri",NA,"utca, közterület",NA
"147","V. kerület, Bank utca","29,9 millió Ft","36 m²","1","Szeretne banktulajdonos lenni?V. kerület, Bank utcai lakás új tulajdonosát keresem.Miért kiváló választás ez az ingatlan?- A társasházban a teljes felújítás megkezdodött, többek közt új liftet építenek be.- A lakás földszinti, 36 m²-es, jelenleg 1 szobás, udvari nézettel, könnyedén 1+1/2 szobássá   alakítható.- Teljes mértékben felújítandó, így álmai otthonát valósíthatja meg.- KÉT BEJÁRATA VAN.- A társasházban engedélyezett a rövidtávú kiadás.- Befektetésnek is kituno választás lehet.- Készpénzes vevok jelentkezését várjuk.További információért keressen bizalommal!#V. kerület #Bank negyed #eladó #lakás #befektetés #felújítandó #Bank utca","felújítandó","1950 elott","nincs megadva","nincs megadva","földszint","nincs megadva","van","3 m-nél magasabb","házközponti","nincs megadva","16 E Ft/hó","nincs megadva","nincs megadva","kelet","udvari","nincs megadva","nincs megadva","nincs megadva",NA,"nincs megadva",NA
"148","XX. kerület, Baross utca 41.","29,9 millió Ft","41 m²","1","Pesterzsébeten, a Baross utcai lakótelepen eladóvá vált egy egyszobás, felújított, 41nm-s nagy erkélyes modern panellakás. A felújítás során a lakásban minden vezeték cserélve lett, a nappaliban egy hatalmas termoüveg ajtó kapott helyet a fal helyett, így egész nap gyönyöruen fényes, világos a lakás.Rezsije alacsony, futése házközponti, de egyedi mérokkel van felszerelve.A ház liftje idén lett cserélve, lakóközössége rendezett, javarészt idosek laknak.Az ingatlan per és tehermentes, bemutatása elore egyeztetett idopontban lehetséges.","felújított","1981 és 2000 között","nincs megadva","nincs megadva","5","10","van","3 m-nél magasabb","távfutés","nincs","40 E Ft/hó","nincs megadva","külön helyiségben","délnyugat","panorámás","8 m²","nincs megadva","nincs megadva","nincs megadva","utca, közterület - ingyenes",NA
"149","XIV. kerület, Ungvár utca","29,9 millió Ft","37 m²","1 + 1 fél","Zuglóban, Nezsider parknál hangulatos 37 nm-es, 1,5 szobás, amerikai konyhás, kényelmes földszinti öröklakást kínálunk megvételre!A  téglaépítésu négyemeletes házban 11 lakás van, melyben lift nincs, így zárt lépcsoházban tudnak közlekedni a lakók. A környék biztonságos, parkosított és parkolókkal gazdagon ellátott, mintha kertvárosi részen lennénk. A világos, nyugatra nézo ablakok a Nezsider-parkra néznek, redonnyel és vasráccsal szereltek, így adott a nyugalom és a tiszta levego. 4 éve felújítást végeztek, a kádat tusolóra cserélték, a helyiségek új burkolatot kaptak, beépítettek egy klímaberendezést. A beépített konyha a kerámialapos sütovel-fozolappal, hutoszekrénnyel és a fix bárpult a 4 bárszékkel és az eloszobai beépített gardróbszekrény a vele szemben lévo falitükörrel a vételár részét képezik. A melegrol távfutés gondoskodik. A hideg/melegvíz fogyasztás a lakásban felszerelt egyedi méro alapján fizetendo. A lakás havi rezsiköltsége alacsony, 25 ezer forint körül  mozog.Tárolási lehetoség biztosított az osztatlan közös tulajdonú részen. Kiváló a tömegközlekedés a 74 trolibusz minden nap, a 74 A hétfotol péntekig közlekedik a Mexikói útig. Csere lehetséges a 14. kerületen belül, Alsórákoson. Kérem hívjon ha az ingatlan felkeltette érdeklodését!","jó állapotú","1950 és 1980 között","nincs megadva","nincs megadva","földszint","nincs megadva","nincs megadva","nincs megadva","távfutés","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délkelet","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"150","XIV. kerület, Herminamezo","29,9 millió Ft","52 m²","1","Egressy térnél eladó 10 lakásos társasházban egy zöldre nézo, 52 m2-es, 1 szoba-hallos, erkélyes lakás. Az ingatlan lakható állapotú, de hosszú távon mindenképp felújítást igényel. Nagyszeru elrendezésének köszönhetoen könnyedén konyha-étkezo-nappali +egy szobássá alakítható, ha a jelenlegi hallba áthelyezik a konyhát, és a konyhából hálót csinálnak, illetve a kamrából gardróbot.A  fenntartási költsége kedvezo, a közös költség 11.000,-Ft, ezen felül minden egyedi mérés alapján fizetendo. A lakásban részben cserélték a nyílászárókat, új muanyag ablak van a szobán, és a fürdoszobán.  A meleg vizet villanybojler biztosítja, amit szintén cseréltek. A közlekedés kiváló befektetésnek és otthonnak is kiváló választás.Referencia szám: LK012988","közepes állapotú","1950 és 1980 között","nincs megadva","nincs megadva","1","nincs megadva","nincs megadva","nincs megadva","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","északnyugat","nincs megadva","nincs megadva","nincs megadva","tetotéri",NA,"nincs megadva",NA
"151","VI. kerület, Külso-Terézváros","29,9 millió Ft","54 m²","3","6. kerület terézvárosi részén, a Székely Bertalan utcában,68 nm-es, könnyen alakítható, jelenleg 3 szoba, közlekedo, wc-mosdó kialakítású, elso emeleti, ingatlan. A 3 szoba (összesen 54 nm) tulajdonjog, a 14 nm-es, kizárólagos használatú, csak az ingatlanból megközelítheto közlekedo bérlemény a háztól (4000 Ft/hó), ennek tulajdonjogi hozzácsatolása folyamatban. A háború elott épült ház, különálló épületrészére a 70-es években, szintráépítéssel kialakított, elso emeleti szintjén elhelyezkedo ingatlan eddig irodaként muködött, ilyen célú hasznosítása gyakorlatilag egy tisztasági festés után azonnal megkezdheto. Jelenleg iroda besorolású a tulajdoni lapon. Minden fal válaszfal, könnyen alakítható remek lakás is válhat belole, az átalakítás során igény szerinti felújítással. Megközelítése a belso udvarból, zárt lépcsoházon keresztül. Kituno lokáció, csendes, nyugodt, szeparált környezet, számos hasznosítási lehetoség. A z ingatlannal eladó egy külön helyrajzi számon szereplo 64 nm-es, száraz, ablakos, futhetové is teheto pince, (dexion salgó polcrendszerrel), melynek ára +7 M Ft.Ha felkeltette érdeklodését, kérem hívjon, nézze meg!","nincs megadva",NA,"összkomfortos","nincs megadva","1","2","nincs","3 m-nél alacsonyabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","délnyugat","udvari","nincs megadva","nincs megadva","nincs megadva",NA,"nincs megadva",NA
